"ID категории",Категория,ID,Название,"Название в чеке",Артикул,Штрихкод,"Цена продажи, ₽","Себестоимость, ₽","Единицы измерения для продажи","Единицы измерения для списания","Сколько единиц списания в единице продажи","Масса Нетто, гр.","Масса Брутто, гр.","Критический остаток","Желаемый остаток",Комментарий
2070603,Zorya,51817371,"Молочко для тела питательное, 250мл","Молочко для тела питательное, 250мл",,,1000,498,шт.,шт.,1,250,250,0,0,
2070603,Zorya,51817380,"Скраб для тела масляно-соляной антицеллюлитный, 200гр.","Скраб для тела масляно-соляной антицеллюлитный, 200гр.",,,1000,498,шт.,шт.,1,200,200,0,0,
2070603,Zorya,51817431,"Молочко для тела Orange mood с ПДРН, 150мл","Молочко для тела Orange mood с ПДРН, 150мл",,,1750,875,шт.,шт.,1,150,150,0,0,
2070603,Zorya,51817458,"Крем увлажняющий с ПДРН для кожи вокруг глаз, 15мл","Крем увлажняющий с ПДРН для кожи вокруг глаз, 15мл",,,1750,875,шт.,шт.,1,15,15,0,0,
2070603,Zorya,51817488,"Шампунь увлажняющий для сухих и ломких волос, 250мл","Шампунь увлажняющий для сухих и ломких волос, 250мл",,,830,417,шт.,шт.,1,250,250,0,0,
2070603,Zorya,51817497,"Бальзам восстанавливающий для поврежденных и пористых волос, 250мл","Бальзам восстанавливающий для поврежденных и пористых волос, 250мл",,,1070,535,шт.,шт.,1,250,250,0,0,
2070603,Zorya,51817506,"Молочко несмываемое мультифункциональное для всех типов волос, 200мл","Молочко несмываемое мультифункциональное для всех типов волос, 200мл",,,830,417,шт.,шт.,1,200,200,0,0,
2070603,Zorya,51817518,"Тоник успокаивающий с пантенолом и эксрактом монарды, 200мл","Тоник успокаивающий с пантенолом и эксрактом монарды, 200мл",,,1000,500,шт.,шт.,1,200,200,0,0,
2070603,Zorya,51817527,"Крем увлажняющий с мочевиной 5%, 50мл","Крем увлажняющий с мочевиной 5%, 50мл",,,1000,500,шт.,шт.,1,50,50,0,0,
2070603,Zorya,51817938,"Увлажняющий кондиционер для сухих, обезвоженных и ломких волос, 250мл","Увлажняющий кондиционер для сухих, обезвоженных и ломких волос, 250мл",,,830,417,шт.,шт.,1,250,250,0,0,
2071098,"Философия профессионал",51835575,"Энзимный пилинг с AHA кислотами, 150мл","Энзимный пилинг с AHA кислотами, 150мл",,,3000,1500,шт.,шт.,1,150,150,0,0,
2071107,"Set Cabinet",51835800,"Multi-Vector Peeling, мультивекторный пилинг, 50мл","Multi-Vector Peeling, мультивекторный пилинг, 50мл",,,2000,980,шт.,шт.,1,50,50,0,0,
2071107,"Set Cabinet",51880095,"Set Cabinet Крем для лица SPF 50+ с тоном","Set Cabinet Крем для лица SPF 50+ с тоном",,,2800,1400,шт.,шт.,1,0,0,3,0,
1624720,Skinosophy,51912114,"Brightening cleansing gel, Гель для умывания лица, 150мл","Brightening cleansing gel, Гель для умывания лица, 150мл",,,3800,0,шт.,шт.,1,150,150,0,0,
2073645,Letsquin,51915912,"Milky jelly Cleanser | Молочное желе с пребиотиками для умывания, 200мл.","Milky jelly Cleanser | Молочное желе с пребиотиками для умывания, 200мл.",,,2035,0,шт.,шт.,1,200,200,0,0,
2073645,Letsquin,51915915,"Hydra-active, антиоксидантаня сыворотка с грибным концентратом для лица, 30мл.","Hydra-active, антиоксидантаня сыворотка с грибным концентратом для лица, 30мл.",,,3350,0,шт.,шт.,1,30,30,0,0,
1624720,Skinosophy,51915918,"Nano Lifting lotion, Нанолифтинг лосьон для лица, 125 мл","Nano Lifting lotion, Нанолифтинг лосьон для лица, 125 мл",,,3800,0,шт.,шт.,1,125,125,0,0,
1624720,Skinosophy,51915933,"Dry skin protective cream SPF50, Солнцезащитный крем для сухой и нормальной кожи, 50мл","Dry skin protective cream SPF50, Солнцезащитный крем для сухой и нормальной кожи, 50мл",,,2800,0,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,51915948,"Cream camouflage, крем для лечения акне 3 в 1, 100мл.","Cream camouflage, крем для лечения акне 3 в 1, 100мл.",,,2800,0,шт.,шт.,1,100,100,0,0,
1624720,Skinosophy,51915951,"Serum Vit.K, сывротка для лица с витамином К, 30мл.","Serum Vit.K, сывротка для лица с витамином К, 30мл.",,,2800,0,шт.,шт.,1,30,30,0,0,
1624720,Skinosophy,51916014,"Nano White serum  + Vit.C, отбеливающая сыворотка с витамином С, 50мл","Nano White serum  + Vit.C, отбеливающая сыворотка с витамином С, 50мл",,,0,0,шт.,шт.,1,50,50,0,0,
1624720,Skinosophy,51916020,"Antioxidante eye serum. Антиоксидантаная крем-сыворотка для глаз, 30мл","Antioxidante eye serum. Антиоксидантаная крем-сыворотка для глаз, 30мл",,,2800,0,шт.,шт.,1,30,30,0,0,
1624720,Skinosophy,51916029,"Antiedemic sheet patches, Тканевые противоотечные матчи для глаз и губ, 50шт.","Antiedemic sheet patches, Тканевые противоотечные матчи для глаз и губ, 50шт.",,,1700,0,шт.,шт.,1,0,0,0,0,
1624720,Skinosophy,51916041,"Drainage mask, дренажная маска для лица, 50мл","Drainage mask, дренажная маска для лица, 50мл",,,2800,0,шт.,шт.,1,50,50,0,0,
1624720,Skinosophy,51916059,"Azulene cream Philosophy, азелаиновый крем, 50мл ","Azulene cream Philosophy, азелаиновый крем, 50мл ",,,2800,0,шт.,шт.,1,50,50,0,0,
2073651,Sensilis,51916083,"Solar allergy SPF50, солнцезащитный флюид SPF50, 40мл.","Solar allergy SPF50, солнцезащитный флюид SPF50, 40мл.",,,3800,0,шт.,шт.,1,40,40,0,0,
2073651,Sensilis,51916098,"Photocorrection Oil control mattifying fluid SPF50, Матирующий флюид SPF50 40мл","Photocorrection Oil control mattifying fluid SPF50, Матирующий флюид SPF50 40мл",,,4800,0,шт.,шт.,1,40,40,0,0,
2073651,Sensilis,51916104,"Photocorrection fluido hidratante antirrugas, Укрепляющий и увлажняющий флюид SPF50 50мл","Photocorrection fluido hidratante antirrugas, Укрепляющий и увлажняющий флюид SPF50 50мл",,,4800,0,шт.,шт.,1,50,50,0,0,
1525983,Косметика,51916125,"Клеточная молодость | Сыворотка для лица с гиалуроновой кислотой, 40мл.","Клеточная молодость | Сыворотка для лица с гиалуроновой кислотой, 40мл.",,,4500,0,шт.,шт.,1,40,40,0,0,
1525983,Косметика,51916191,"Себо-конттроль | SOS-корректор для локального наненсения, 15мл.","Себо-конттроль | SOS-корректор для локального наненсения, 15мл.",,,2500,0,шт.,шт.,1,15,15,0,0,
1525984,Angiopharm,51916209,"PR Reform Peeling-parsley, восстанавливающий пилинг с экстрактом петрушки, 50мл","PR Reform Peeling-parsley, восстанавливающий пилинг с экстрактом петрушки, 50мл",,,0,0,шт.,шт.,1,50,50,0,0,
1525983,Косметика,51916215,"Phytomer homme, успокаивающий лосьон после бритья, 100мл.","Phytomer homme, успокаивающий лосьон после бритья, 100мл.",,,0,0,шт.,шт.,1,100,100,0,0,
2070603,Zorya,51916221,"Multi Acid peel, Пилинг мультикислотный для кожи головы, 50мл","Multi Acid peel, Пилинг мультикислотный для кожи головы, 50мл",,,0,0,шт.,шт.,1,50,50,0,0,
2070603,Zorya,51916227,"Hair obsession finish spray, спрей для всех типов волос, 50мл.","Hair obsession finish spray, спрей для всех типов волос, 50мл.",,,0,0,шт.,шт.,1,50,50,0,0,
1525986,Sesderma,51916239,"Seskavel Anti-hair loss shampoo, шампунь для волос, 50мл","Seskavel Anti-hair loss shampoo, шампунь для волос, 50мл",,,0,0,шт.,шт.,1,50,50,0,0,
1525984,Angiopharm,51916245,"CX03 Карбоксотерапия для всех типов кожи, 400мл","CX03 Карбоксотерапия для всех типов кожи, 400мл",,,0,0,шт.,шт.,1,400,400,0,0,
1525986,Sesderma,52675752,"Sesderma C-VIT Eye contour cream 15 ml",,,,4800,2800,шт.,шт.,1,0,0,1,1,
1525986,Sesderma,52676073,"Sesderma Sesmahal Concentrated serum RETINOL 30 ml","Sesderma Sesmahal Concentrated serum RETINOL 30 ml",,,6200,0,шт.,шт.,1,0,0,1,1,
1525986,Sesderma,52676175,"Sesderma Sesmahal Concentrated serum FRENCH MARITIME PINE 30 ml","Sesderma Sesmahal Concentrated serum FRENCH MARITIME PINE 30 ml",,,6200,0,шт.,шт.,1,0,0,1,1,
1525986,Sesderma,52676223,"Sesderma Sesmahal Concentrated serum B5 PANTHENOL 30 ml","Sesderma Sesmahal Concentrated serum B5 PANTHENOL 30 ml",,,6200,0,шт.,шт.,1,0,0,1,1,
1525984,Angiopharm,52676292,"Sesderma DAESES Eye and lip contour cream IMMEDIATE FIRMING EFFECT 15 ml","Sesderma DAESES Eye and lip contour cream IMMEDIATE FIRMING EFFECT 15 ml",,,3800,0,шт.,шт.,1,0,0,1,1,
2069772,Mediderma,52676322,"Mediderma MELA 360 30 ml","Mediderma MELA 360 30 ml",,,6200,0,шт.,шт.,1,0,0,1,1,
1525986,Sesderma,52676478,"Sesderma SENSYSES CLEANSER classic 250 ml","Sesderma SENSYSES CLEANSER classic 250 ml",,,3500,0,шт.,шт.,1,0,0,1,1,
1525986,Sesderma,52676490,"Sesderma SENSYSES CLEANSER sebum 250 ml","Sesderma SENSYSES CLEANSER sebum 250 ml",,,3500,0,шт.,шт.,1,0,0,1,1,
1525986,Sesderma,52676538,"Sesderma SENSYSES CLEANSER hyaluronic 250 ml","Sesderma SENSYSES CLEANSER hyaluronic 250 ml",,,3500,0,шт.,шт.,1,0,0,1,1,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",52794213,"Массаж Тринити терапия 6 процедур (КД)","Массаж Тринити терапия 6 процедур (2)",,,16800,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",52794219,"Массаж Тринити терапия 12 процедур (КД)","Массаж Тринити терапия 12 процедур (2)",,,33600,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",52794252,"Массаж шейно-грудного отдела 6 сеансов (КД)","Массаж шейно-грудного отдела 5 сеансов (2)",,,7680,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",52794258,"Массаж спины 6 сеансов (КД)","Массаж спины 5 сеансов (2)",,,11040,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",52794264,"Массаж спины 10 сеансов (КД)","Массаж спины 10 сеансов (2)",,,18400,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",52794270,"Ручной массаж тела оздоровительный 60 мин 6 процедур (КД)","Ручной массаж тела оздоровительный 60 мин 5 процедур (2)",,,16800,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",52794297,"Массаж лица пластический + ШГО (10 посещений) (КД)","Массаж лица пластический + ШГО (10 посещений) (2)",,,20000,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",52794306,"Пакет Лайт 6 процедур (КД)","Пакет Лайт 5 процедур (2)",,,12960,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",52794312,"Пакет Стандарт 6 процедур (КД)","Пакет Стандарт 5 процедур (2)",,,17760,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",52794318,"Пакет Премиум 6 процедур (КД)","Пакет Премиум 5 процедур (2)",,,22080,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",52794327,"Пакет Тотал 6 процедур (КД)","Пакет Тотал 6 процедур (КД)",,,38400,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",52794345,"Пакет Вип 6 процедур (КД)","Пакет Вип 6 процедур (КД)",,,26880,0,шт.,шт.,1,0,0,0,0,
1511296,"Сертификаты Сеть Студия косметологии и лазерной эпиляции",52808268,"Сертификат 500руб (Бонус)","Сертификат 500руб (Бонус)",,,500,0,шт.,шт.,1,0,0,0,0,
1511296,"Сертификаты Сеть Студия косметологии и лазерной эпиляции",52809420,"Сертификат 1000руб (Бонус)","Сертификат 1000руб (Бонус)",,,1000,0,шт.,шт.,1,0,0,0,0,
1511296,"Сертификаты Сеть Студия косметологии и лазерной эпиляции",52812051,"Сертификат 2000руб (Бонус)","Сертификат 2000руб (Бонус)",,,2000,0,шт.,шт.,1,0,0,0,0,
1511296,"Сертификаты Сеть Студия косметологии и лазерной эпиляции",52813143,"Сертификат 3000руб (Бонус)","Сертификат 3000руб (Бонус)",,,3000,0,шт.,шт.,1,0,0,0,0,
1511296,"Сертификаты Сеть Студия косметологии и лазерной эпиляции",52815651,"Сертификат 5000руб (Бонус)","Сертификат 5000руб (Бонус)",,,5000,0,шт.,шт.,1,0,0,0,0,
1511296,"Сертификаты Сеть Студия косметологии и лазерной эпиляции",52816578,"Сертификат 10000руб (Бонус)","Сертификат 10000руб (Бонус)",,,10000,0,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,52848933,"CL Multi-acid cleansing foam Мультикислотная очищающая пенка 160 мл","CL Multi-acid cleansing foam Мультикислотная очищающая пенка 160 мл",,,2900,0,шт.,шт.,1,0,0,1,1,
1525984,Angiopharm,52849167,"AA17 Anti acne cream Крем для проблемной кожи 50 мл","AA17 Anti acne cream Крем для проблемной кожи 50 мл",,,3100,0,шт.,шт.,1,0,0,2,2,
1511296,"Сертификаты Сеть Студия косметологии и лазерной эпиляции",52928547,"Сертификат 1500руб (Бонус)","Сертификат 1500руб (Бонус)",,,1500,0,шт.,шт.,1,0,0,0,0,
1368146,"Абонементы Сеть Студия косметологии и лазерной эпиляции",52963248,"Ручной массаж тела оздоровительный 90 мин 12 процедур (КД)","Ручной массаж тела оздоровительный 60 мин 6 процедур (КД) (2)",,,43200,0,шт.,шт.,1,0,0,0,0,
1511296,"Сертификаты Сеть Студия косметологии и лазерной эпиляции",52976040,"Сертификат 200руб (Бонус)","Сертификат 200руб (Бонус)",,,200,0,шт.,шт.,1,0,0,0,0,
1511296,"Сертификаты Сеть Студия косметологии и лазерной эпиляции",52976046,"Сертификат 100руб (Бонус)","Сертификат 100руб (Бонус)",,,100,0,шт.,шт.,1,0,0,0,0,
1525984,Angiopharm,53060946,"AA16 Oil-free biome cream Биом-баланс крем 50 мл","AA16 Oil-free biome cream Биом-баланс крем 50 мл",,,2600,1300,шт.,шт.,1,0,0,2,2,
